School_Year,Busbreakdown_ID,Run_Type,Bus_No,Route_Number,Reason,Schools_Serviced,Occurred_On,Created_On,Boro,Bus_Company_Name,How_Long_Delayed,Number_Of_Students_On_The_Bus,Has_Contractor_Notified_Schools,Has_Contractor_Notified_Parents,Have_You_Alerted_OPT,Informed_On,Incident_Number,Last_Updated_On,Breakdown_or_Running_Late,School_Age_or_PreK
2015-2016,1227538,Special Ed AM Run,2621,J711,Heavy Traffic,75003,11/5/15 8:10,11/5/15 8:12,New Jersey,"RELIANT TRANS, INC. (B232",,11,Yes,No,Yes,11/5/15 8:12,,11/5/15 8:12,Running Late,School-Age
2015-2016,1227539,Special Ed AM Run,1260,M351,Heavy Traffic,06716,11/5/15 8:10,11/5/15 8:12,Manhattan,HOYT TRANSPORTATION CORP.,20MNS,2,Yes,Yes,No,11/5/15 8:12,,11/5/15 8:13,Running Late,School-Age
2015-2016,1227540,Pre-K/EI,418,3,Heavy Traffic,C445,11/5/15 8:09,11/5/15 8:13,Bronx,"G.V.C., LTD.",15MIN,8,Yes,Yes,Yes,11/5/15 8:13,,11/5/15 8:13,Running Late,Pre-K
2015-2016,1227541,Special Ed AM Run,4522,M271,Heavy Traffic,02699,11/5/15 8:12,11/5/15 8:14,Manhattan,"RELIANT TRANS, INC. (B232",15 MIN,6,No,No,No,11/5/15 8:14,,11/5/15 8:14,Running Late,School-Age
2015-2016,1227542,Special Ed AM Run,3124,M373,Heavy Traffic,02116,11/5/15 8:13,11/5/15 8:14,Manhattan,"RELIANT TRANS, INC. (B232",,6,No,No,No,11/5/15 8:14,,11/5/15 8:14,Running Late,School-Age
2015-2016,1227543,Special Ed AM Run,HT1502,W796,Heavy Traffic,75407,11/5/15 7:58,11/5/15 8:14,Westchester,CHILDREN`S TRANS INC. (B2,30 min,1,Yes,Yes,Yes,11/5/15 8:14,,11/5/15 8:14,Running Late,School-Age
2015-2016,1227544,Special Ed AM Run,142,W633,Heavy Traffic,75670,11/5/15 8:24,11/5/15 8:15,Westchester,MAR-CAN TRANSPORT CO. INC,20MINS,3,Yes,No,No,11/5/15 8:15,,11/5/15 8:16,Running Late,School-Age
2015-2016,1227545,Special Ed AM Run,1417,M678,Heavy Traffic,03417,11/5/15 8:15,11/5/15 8:16,Manhattan,LEESEL TRANSP CORP (B2192,15,3,Yes,Yes,No,11/5/15 8:16,,11/5/15 8:16,Running Late,School-Age
2015-2016,1227546,Special Ed AM Run,56102,M126,Heavy Traffic,01450,11/5/15 7:55,11/5/15 8:17,Manhattan,CONSOLIDATED BUS TRANS. I,30 mins,5,Yes,Yes,Yes,11/5/15 8:17,,11/5/15 8:17,Running Late,School-Age
2015-2016,1227547,Special Ed AM Run,1344,M922,Heavy Traffic,02930,11/5/15 8:16,11/5/15 8:17,Manhattan,LEESEL TRANSP CORP (B2192,20,3,Yes,Yes,No,11/5/15 8:17,,11/5/15 8:17,Running Late,School-Age
2015-2016,1227551,Special Ed AM Run,1358,M490,Heavy Traffic,03004,11/5/15 8:19,11/5/15 8:20,Manhattan,LEESEL TRANSP CORP (B2192,20,3,Yes,Yes,No,11/5/15 8:20,,11/5/15 8:20,Running Late,School-Age
2015-2016,1227553,Pre-K/EI,899,10,Heavy Traffic,C601,11/5/15 8:19,11/5/15 8:20,Bronx,"G.V.C., LTD.",30 MINS,13,Yes,Yes,No,11/5/15 8:20,,11/5/15 8:20,Running Late,Pre-K
2015-2016,1227554,Special Ed AM Run,600,P877,Heavy Traffic,24008,11/5/15 8:18,11/5/15 8:20,Brooklyn,HAPPY CHILD TRANS LLC (B2,30 MIN,4,Yes,No,No,11/5/15 8:20,,11/5/15 8:20,Running Late,School-Age
2015-2016,1227555,Special Ed AM Run,GT1482,U901,Heavy Traffic,75661,11/5/15 8:01,11/5/15 8:22,Rockland County,"DON THOMAS BUSES, INC. (B",15 MIN,1,Yes,Yes,Yes,11/5/15 8:22,,11/5/15 8:22,Running Late,School-Age
2015-2016,1227556,Special Ed AM Run,855,N588,Heavy Traffic,75911,11/5/15 8:20,11/5/15 8:22,Nassau County,LOGAN BUS COMPANY INC.,40 MIIN,2,Yes,Yes,No,11/5/15 8:22,,11/5/15 8:22,Running Late,School-Age
2015-2016,1227557,Special Ed AM Run,EL 1005,W991,Heavy Traffic,75716,11/5/15 8:22,11/5/15 8:24,Westchester,ALL COUNTY BUS LLC (B2321,10 min,3,Yes,No,No,11/5/15 8:24,,11/5/15 8:24,Running Late,School-Age
2015-2016,1227558,Special Ed AM Run,2052,L524,Flat Tire,17246,11/5/15 8:22,11/5/15 8:25,,"RELIANT TRANS, INC. (B232",,4,Yes,Yes,Yes,11/5/15 8:25,,11/5/15 8:25,Running Late,School-Age
2015-2016,1227560,Special Ed AM Run,1205,P662,Heavy Traffic,29059,11/5/15 6:45,11/5/15 8:26,,ACME BUS CORP. (B2321),15 min,0,Yes,Yes,Yes,11/5/15 8:26,,11/5/15 8:26,Running Late,School-Age
2015-2016,1227561,Special Ed AM Run,2508,L531,Heavy Traffic,13009,11/5/15 8:25,11/5/15 8:26,Bronx,"RELIANT TRANS, INC. (B232",,4,No,No,No,11/5/15 8:26,,11/5/15 8:26,Running Late,School-Age
2015-2016,1227564,Pre-K/EI,340,8,Heavy Traffic,C353,11/5/15 8:28,11/5/15 8:30,Bronx,"G.V.C., LTD.",10MIN,5,Yes,Yes,Yes,11/5/15 8:30,,11/5/15 8:30,Running Late,Pre-K
2015-2016,1227565,Special Ed AM Run,631,P464,Heavy Traffic,28908,11/5/15 8:20,11/5/15 8:30,Queens,MUTUAL BUS CORP. (B2321),20 min,0,Yes,No,No,11/5/15 8:30,,11/5/15 8:30,Running Late,School-Age
2015-2016,1224901,Pre-K/EI,811,1,Other,C353,10/26/15 8:30,10/26/15 8:40,Bronx,"G.V.C., LTD.",10MINUTES,5,Yes,Yes,No,10/26/15 8:40,,10/26/15 8:40,Running Late,Pre-K
2015-2016,1227077,General Ed AM Run,2675,X2189,Other,10095,11/4/15 7:04,11/4/15 7:11,Bronx,"GRANDPA`S BUS CO., INC.",,0,Yes,Yes,No,11/4/15 7:11,,11/4/15 7:11,Breakdown,School-Age
2015-2016,1227394,Pre-K/EI,1015,1B,Heavy Traffic,C814,11/5/15 7:12,11/5/15 7:14,Bronx,"G.V.C., LTD.",30 MINS,2,Yes,Yes,No,11/5/15 7:14,,11/5/15 7:14,Running Late,Pre-K
2015-2016,1227566,Special Ed AM Run,2413,M935,Heavy Traffic,03004,11/5/15 8:30,11/5/15 8:31,Manhattan,"RELIANT TRANS, INC. (B232",,0,Yes,Yes,Yes,11/5/15 8:31,,11/5/15 8:31,Running Late,School-Age
2015-2016,1227567,General Ed AM Run,27704,M1227,Heavy Traffic,02267,11/5/15 20:20,11/5/15 8:33,Manhattan,SNT BUS INC,10/15 mins,0,Yes,No,No,11/5/15 8:33,,11/5/15 8:35,Running Late,School-Age
2015-2016,1227570,Pre-K/EI,30,NYD2,Other,C421,11/5/15 8:20,11/5/15 8:35,Queens,ALINA SERVICES CORP.,15,15,Yes,Yes,No,11/5/15 8:35,,11/5/15 8:35,Running Late,Pre-K
2015-2016,1227571,Special Ed AM Run,5,M673,Heavy Traffic,"34,940,341,703,802",11/5/15 8:29,11/5/15 8:36,Manhattan,CAREFUL BUS,60 MIN,5,Yes,No,No,11/5/15 8:36,,11/5/15 8:36,Running Late,School-Age
2015-2016,1227574,General Ed AM Run,1256,Q2506,Heavy Traffic,25154,11/5/15 8:15,11/5/15 8:36,Queens,LORISSA BUS SERVICE INC.,20 mins,10,Yes,No,No,11/5/15 8:36,,11/5/15 8:36,Running Late,School-Age
2015-2016,1227575,Special Ed AM Run,2486,M291,Heavy Traffic,03491,11/5/15 8:37,11/5/15 8:38,Manhattan,"RELIANT TRANS, INC. (B232",35 MIN,7,No,No,No,11/5/15 8:38,,11/5/15 8:38,Running Late,School-Age
2015-2016,1227577,Special Ed AM Run,116D,P515,Won`t Start,30300,11/5/15 8:35,11/5/15 8:39,Queens,LOGAN BUS COMPANY INC.,,5,Yes,Yes,No,11/5/15 8:39,,11/5/15 8:39,Breakdown,School-Age
2015-2016,1227579,Pre-K/EI,12491,B0108B,Heavy Traffic,C925,11/5/15 8:35,11/5/15 8:40,Brooklyn,MJT BUS,15-20 mins,0,Yes,No,Yes,11/5/15 8:40,,11/5/15 8:40,Running Late,Pre-K
2015-2016,1227580,Special Ed AM Run,68,W615,Heavy Traffic,75404,11/5/15 8:37,11/5/15 8:40,Westchester,MAR-CAN TRANSPORT CO. INC,15 mins,4,Yes,Yes,No,11/5/15 8:40,,11/5/15 8:42,Running Late,School-Age
2015-2016,1227582,Special Ed AM Run,2560,L741,Heavy Traffic,14646,11/5/15 8:44,11/5/15 8:46,Bronx,"RELIANT TRANS, INC. (B232",,0,Yes,Yes,Yes,11/5/15 8:46,,11/5/15 8:46,Running Late,School-Age
2015-2016,1227583,Special Ed AM Run,10496,M089,Heavy Traffic,03710,11/5/15 8:43,11/5/15 8:48,Manhattan,"BORO TRANSIT, INC.",25 min,0,Yes,Yes,No,11/5/15 8:48,,11/5/15 8:48,Running Late,School-Age
2015-2016,1227584,Special Ed AM Run,1837,L012,Heavy Traffic,13685,11/5/15 8:48,11/5/15 8:50,Brooklyn,B & F SKILLED INC.(B2192),20 mins,2,Yes,Yes,No,11/5/15 8:50,,11/5/15 8:50,Running Late,School-Age
2015-2016,1227586,Pre-K/EI,GV0955,5,Heavy Traffic,C579,11/5/15 8:40,11/5/15 8:59,Bronx,"G.V.C., LTD.",5MIN,2,Yes,Yes,No,11/5/15 8:59,,11/5/15 8:59,Running Late,Pre-K
2015-2016,1227587,General Ed Field Trip,966,X2320,Heavy Traffic,07697,11/5/15 9:11,11/5/15 9:13,Bronx,PIONEER TRANSPORTATION CO,15 minutes,0,Yes,No,No,11/5/15 9:13,,11/5/15 9:13,Running Late,School-Age
2015-2016,1227588,Special Ed AM Run,5515,Q044,Heavy Traffic,27060,11/5/15 11:01,11/5/15 11:02,Queens,"RELIANT TRANS, INC. (B232",15-Oct,0,Yes,No,Yes,11/5/15 11:02,,11/5/15 11:02,Running Late,School-Age
2015-2016,1227589,Special Ed AM Run,2908,Q124,Heavy Traffic,24013,11/5/15 11:20,11/5/15 11:27,Queens,ALLIED TRANSIT CORP.,20-30 min,0,Yes,Yes,No,11/5/15 11:27,,11/5/15 11:27,Running Late,School-Age
2017-2018,1399219,Special Ed AM Run,1108,X339,Flat Tire,12084,1/3/18 7:32,1/3/18 7:34,Bronx,LORINDA ENT. LTD.,,0,Yes,Yes,No,1/3/18 7:34,,1/3/18 17:18,Breakdown,School-Age
2015-2016,1225098,Pre-K/EI,9302,1,Heavy Traffic,C814,10/27/15 7:10,10/27/15 7:11,Bronx,"G.V.C., LTD.",25 MINUTES,3,Yes,Yes,No,10/27/15 7:11,,10/27/15 7:11,Running Late,Pre-K
2015-2016,1227576,Pre-K/EI,9815,3,Heavy Traffic,C329,11/5/15 8:37,11/5/15 8:39,Bronx,"G.V.C., LTD.",15MIN,14,Yes,Yes,Yes,11/5/15 8:39,,11/5/15 8:39,Running Late,Pre-K
2015-2016,1227590,Special Ed PM Run,VN24641,X185,Heavy Traffic,11003,11/5/15 11:22,11/5/15 11:29,Bronx,VAN TRANS LLC (B2192),20mins,0,Yes,Yes,Yes,11/5/15 11:29,,11/5/15 11:29,Running Late,School-Age
2015-2016,1227591,General Ed PM Run,2333,K9571,Other,15010,11/5/15 11:27,11/5/15 11:30,Brooklyn,ALL AMERICAN SCHOOL BUS C,30 MINS,0,No,No,No,11/5/15 11:30,,11/5/15 11:30,Running Late,School-Age
2015-2016,1227592,Special Ed PM Run,11526,M736,Mechanical Problem,02169,11/5/15 11:20,11/5/15 11:32,Manhattan,CONSOLIDATED BUS TRANS. I,25-30 MIN,0,Yes,No,Yes,11/5/15 11:32,,11/5/15 11:32,Running Late,School-Age
2015-2016,1227593,Special Ed PM Run,8928D,Q895,Won`t Start,26179,11/5/15 23:00,11/5/15 11:46,Queens,LORINDA ENT. LTD.,,0,No,No,No,11/5/15 11:46,,11/5/15 11:46,Breakdown,School-Age
2015-2016,1227594,Special Ed AM Run,12568,P640,Other,24071,10/19/15 6:00,11/5/15 11:49,,ACME BUS CORP. (B2321),15mins,0,Yes,Yes,Yes,11/5/15 11:49,,11/5/15 11:49,Running Late,School-Age
2015-2016,1227595,Special Ed PM Run,511D,Q668,Flat Tire,28328,11/5/15 11:00,11/5/15 11:50,Queens,LITTLE RICHIE BUS SERVICE,45,0,Yes,Yes,No,11/5/15 11:50,,11/5/15 11:50,Running Late,School-Age
2015-2016,1227596,Pre-K/EI,GV0418,16,Heavy Traffic,C579,11/5/15 11:47,11/5/15 11:50,Bronx,"G.V.C., LTD.",10MIN,1,Yes,Yes,No,11/5/15 11:50,,11/5/15 11:50,Running Late,Pre-K
2015-2016,1227597,Special Ed AM Run,NI2129,K286,Mechanical Problem,32075,11/5/15 11:30,11/5/15 11:53,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",,0,Yes,Yes,No,11/5/15 11:53,,11/5/15 11:53,Breakdown,School-Age
2015-2016,1227598,Special Ed PM Run,50072,X519,Mechanical Problem,09028,11/5/15 11:45,11/5/15 12:08,Bronx,"BORO TRANSIT, INC.",,2,Yes,Yes,No,11/5/15 12:08,,11/5/15 12:08,Breakdown,School-Age
2015-2016,1227599,Special Ed AM Run,12541,P260,Heavy Traffic,24432,11/5/15 7:05,11/5/15 12:12,,ACME BUS CORP. (B2321),20Min,3,Yes,Yes,Yes,11/5/15 12:12,,11/5/15 12:12,Running Late,School-Age
2015-2016,1227600,Special Ed AM Run,1318,P548,Heavy Traffic,24058,11/5/15 7:05,11/5/15 12:14,,ACME BUS CORP. (B2321),10Min,1,Yes,Yes,Yes,11/5/15 12:14,,11/5/15 12:14,Running Late,School-Age
2015-2016,1227601,Special Ed PM Run,1436,M744,Heavy Traffic,04671,11/5/15 12:26,11/5/15 12:29,Manhattan,LEESEL TRANSP CORP (B2192,20,0,Yes,No,No,11/5/15 12:29,,11/5/15 12:29,Running Late,School-Age
2015-2016,1227602,Special Ed AM Run,4516,M261,Mechanical Problem,02414,11/5/15 12:34,11/5/15 12:42,Manhattan,"RELIANT TRANS, INC. (B232",,1,No,Yes,Yes,11/5/15 12:42,,11/5/15 12:42,Breakdown,School-Age
2015-2016,1227604,Special Ed PM Run,2506,K053,Heavy Traffic,13008,11/5/15 13:49,11/5/15 13:50,Brooklyn,ALLIED TRANSIT CORP.,20MINS,0,Yes,Yes,No,11/5/15 13:50,,11/5/15 13:50,Running Late,School-Age
2015-2016,1227864,Pre-K/EI,0009,1,Heavy Traffic,C037,11/6/15 8:10,11/6/15 8:10,Bronx,"G.V.C., LTD.",30 MINS,3,Yes,Yes,No,11/6/15 8:10,,11/6/15 8:10,Running Late,Pre-K
2015-2016,1227605,Special Ed PM Run,1319,M992,Heavy Traffic,06326,11/5/15 13:54,11/5/15 13:56,Manhattan,LEESEL TRANSP CORP (B2192,30-40,0,Yes,No,No,11/5/15 13:56,,11/5/15 13:56,Running Late,School-Age
2015-2016,1227606,Special Ed PM Run,2031,X906,Flat Tire,11111,11/5/15 13:45,11/5/15 14:01,Bronx,PRIDE TRANSPORTATION (SCH,15 Mins,0,Yes,Yes,Yes,11/5/15 14:01,,11/5/15 14:01,Running Late,School-Age
2016-2017,1335086,Pre-K/EI,9347,1,Heavy Traffic,C457,3/28/17 7:52,3/28/17 7:57,Bronx,"G.V.C., LTD.",30 minutes,11,Yes,Yes,No,3/28/17 7:57,,3/28/17 7:57,Running Late,Pre-K
2017-2018,1386731,Special Ed AM Run,1421,M966,Heavy Traffic,02990,11/16/17 7:07,11/16/17 7:07,Manhattan,LEESEL TRANSP CORP (B2192),31-45 Min,0,Yes,Yes,No,11/16/17 7:07,,1/1/00 0:00,Running Late,School-Age
2015-2016,1215800,Pre-K/EI,358,2,Heavy Traffic,C195,9/18/15 7:36,9/18/15 7:38,Bronx,"G.V.C., LTD.",15 MINUTES,12,Yes,Yes,Yes,9/18/15 7:38,,9/18/15 7:38,Running Late,Pre-K
2015-2016,1226807,Pre-K/EI,9310,1,Heavy Traffic,C465,11/2/15 8:07,11/2/15 8:10,Bronx,"G.V.C., LTD.",20MIN,14,Yes,Yes,Yes,11/2/15 8:10,,11/2/15 8:10,Running Late,Pre-K
2015-2016,1227607,Special Ed PM Run,9962,M025,Mechanical Problem,02169,11/5/15 14:00,11/5/15 14:03,Manhattan,HAPPY CHILD TRANS LLC (B2,90Min,0,Yes,Yes,No,11/5/15 14:03,,11/5/15 14:03,Running Late,School-Age
2015-2016,1227608,Special Ed PM Run,610,P870,Other,30230,11/5/15 14:03,11/5/15 14:04,Queens,HAPPY CHILD TRANS LLC (B2,60 min,2,Yes,Yes,No,11/5/15 14:04,,11/5/15 14:04,Running Late,School-Age
2015-2016,1227610,Special Ed AM Run,1402,M072,Heavy Traffic,01378,11/5/15 14:10,11/5/15 14:11,Manhattan,LEESEL TRANSP CORP (B2192,10-20mints,0,Yes,No,No,11/5/15 14:11,,11/5/15 14:11,Running Late,School-Age
2015-2016,1227611,Special Ed PM Run,2902,K053,Heavy Traffic,13008,11/5/15 14:09,11/5/15 14:13,Brooklyn,ALLIED TRANSIT CORP.,30MINS,0,Yes,Yes,No,11/5/15 14:13,,11/5/15 14:13,Running Late,School-Age
2015-2016,1227612,Special Ed PM Run,1492D,N915,Flat Tire,75627,11/5/15 14:07,11/5/15 14:18,Nassau County,LOGAN BUS COMPANY INC.,,0,Yes,No,No,11/5/15 14:18,,11/5/15 14:18,Breakdown,School-Age
2015-2016,1227613,Special Ed PM Run,1835,L017,Heavy Traffic,"2,068,521,911",11/5/15 14:17,11/5/15 14:20,Brooklyn,B & F SKILLED INC.(B2192),10mins,0,Yes,Yes,No,11/5/15 14:20,,11/5/15 14:20,Running Late,School-Age
2015-2016,1227614,Special Ed PM Run,578D,Q521,Heavy Traffic,28140,11/5/15 14:22,11/5/15 14:23,Queens,LITTLE RICHIE BUS SERVICE,30MINS,0,Yes,Yes,No,11/5/15 14:23,,11/5/15 14:23,Running Late,School-Age
2015-2016,1227615,Pre-K/EI,9307,6,Mechanical Problem,C195,11/5/15 14:25,11/5/15 14:28,Bronx,"G.V.C., LTD.",45MIN,18,Yes,Yes,Yes,11/5/15 14:28,,11/5/15 14:28,Running Late,Pre-K
2015-2016,1227621,Special Ed PM Run,2102,K293,Other,17403,11/5/15 14:57,11/5/15 14:58,Brooklyn,EMPIRE STATE BUS CORP.,35MINS,3,Yes,Yes,No,11/5/15 14:58,,11/5/15 14:58,Running Late,School-Age
2015-2016,1227622,General Ed PM Run,1230,Q9516,Mechanical Problem,26710,11/5/15 2:44,11/5/15 14:58,Queens,LORISSA BUS SERVICE INC.,,0,Yes,No,No,11/5/15 14:58,,11/5/15 14:58,Breakdown,School-Age
2015-2016,1227623,Special Ed PM Run,TN0386,M186,Heavy Traffic,02699,11/5/15 14:50,11/5/15 15:03,Manhattan,TWENTY FIRST AV TRANSP (B,15-20 min,0,Yes,Yes,No,11/5/15 15:03,,11/5/15 15:03,Running Late,School-Age
2015-2016,1227633,Special Ed PM Run,420D,L707,Won`t Start,14761,11/5/15 16:00,11/5/15 16:05,,LORINDA ENT. LTD.,,0,Yes,Yes,No,11/5/15 16:05,,11/5/15 16:05,Breakdown,School-Age
2015-2016,1227634,Special Ed AM Run,36266,X416,Mechanical Problem,12084,11/5/15 16:03,11/5/15 16:06,Bronx,CONSOLIDATED BUS TRANS. I,30MINS,2,Yes,Yes,No,11/5/15 16:06,,11/5/15 16:06,Running Late,School-Age
2015-2016,1227635,Project Read PM Run,GC0083,X591,Heavy Traffic,11012,11/5/15 16:25,11/5/15 16:27,Bronx,G.V.C. LTD. (B2192),15mins,0,Yes,No,No,11/5/15 16:27,,11/5/15 16:27,Running Late,School-Age
2015-2016,1227637,Project Read PM Run,GC0113,X507,Heavy Traffic,07497,11/5/15 16:51,11/5/15 16:54,Bronx,G.V.C. LTD. (B2192),20mins,0,Yes,No,No,11/5/15 16:54,,11/5/15 16:54,Running Late,School-Age
2015-2016,1227638,Pre-K/EI,93,7,Other,C353,11/5/15 17:24,11/5/15 17:26,Bronx,"G.V.C., LTD.",10MINUTES,0,Yes,Yes,No,11/5/15 17:26,,11/5/15 17:26,Running Late,Pre-K
2015-2016,1227639,Project Read PM Run,2033,X901,Mechanical Problem,11455,11/5/15 18:35,11/5/15 18:45,Bronx,PRIDE TRANSPORTATION (SCH,1HR,0,Yes,Yes,Yes,11/5/15 18:45,,11/5/15 18:45,Running Late,School-Age
2017-2018,1391536,Pre-K/EI,9302,1,Heavy Traffic,C814,12/4/17 7:40,12/4/17 7:42,Bronx,"G.V.C., LTD.",0-15 Min,8,No,No,No,12/4/17 7:42,,1/1/00 0:00,Running Late,Pre-K
2018-2019,1456627,General Ed AM Run,1141,R1086,Heavy Traffic,31051,9/5/18 7:28,9/5/18 7:29,Staten Island,PIONEER TRANSPORTATION CORP,31-45 Min,0,Yes,No,No,9/5/18 7:29,,1/1/00 0:00,Running Late,School-Age
2015-2016,1215511,Pre-K/EI,331,2,Other,C178,9/17/15 8:08,9/17/15 8:12,Bronx,"G.V.C., LTD.",10 minutes,11,Yes,Yes,Yes,9/17/15 8:12,,9/17/15 8:12,Running Late,Pre-K
2015-2016,1215828,Pre-K/EI,332,2,Other,S176,9/18/15 7:39,9/18/15 7:45,Bronx,"G.V.C., LTD.",10MINUTES,12,Yes,Yes,No,9/18/15 7:45,,9/18/15 7:56,Running Late,Pre-K
2015-2016,1225671,Special Ed AM Run,12568,P640,Heavy Traffic,24071,10/16/15 7:20,10/28/15 9:38,,ACME BUS CORP. (B2321),15mins,3,Yes,Yes,Yes,10/28/15 9:38,,10/28/15 9:38,Running Late,School-Age
2015-2016,1226116,Pre-K/EI,9304,4,Heavy Traffic,C353,10/29/15 8:09,10/29/15 8:11,Bronx,"G.V.C., LTD.",20MIN,3,Yes,Yes,Yes,10/29/15 8:11,,10/29/15 8:11,Running Late,Pre-K
2015-2016,1227640,Special Ed AM Run,52057,M355,Mechanical Problem,05065,11/6/15 5:55,11/6/15 5:56,Manhattan,CONSOLIDATED BUS TRANS. I,25/30 MINS,0,Yes,Yes,No,11/6/15 5:56,,11/6/15 8:33,Running Late,School-Age
2015-2016,1227641,General Ed AM Run,924,R1295,Heavy Traffic,31007,11/6/15 5:58,11/6/15 6:01,Staten Island,PIONEER TRANSPORTATION CO,20MINS,0,Yes,No,No,11/6/15 6:01,,11/6/15 6:01,Running Late,School-Age
2015-2016,1227642,Special Ed AM Run,1157,M358,Other,04155,11/6/15 5:58,11/6/15 6:02,Manhattan,"RELIANT TRANS, INC. (B232",15mins,0,Yes,Yes,Yes,11/6/15 6:02,,11/6/15 6:02,Running Late,School-Age
2015-2016,1227650,General Ed AM Run,955,R1309,Heavy Traffic,31009,11/6/15 6:04,11/6/15 6:13,Staten Island,PIONEER TRANSPORTATION CO,15-20MINS,0,No,No,No,11/6/15 6:13,,11/6/15 6:13,Running Late,School-Age
2015-2016,1227652,General Ed AM Run,112,R1006,Heavy Traffic,31030,11/6/15 6:05,11/6/15 6:15,Staten Island,PIONEER TRANSPORTATION CO,15-20MINS,0,Yes,No,No,11/6/15 6:15,,11/6/15 6:15,Running Late,School-Age
2015-2016,1227653,General Ed AM Run,706,R1275,Heavy Traffic,31011,11/6/15 6:05,11/6/15 6:17,Staten Island,PIONEER TRANSPORTATION CO,15-20MINS,0,Yes,No,No,11/6/15 6:17,,11/6/15 6:17,Running Late,School-Age
2015-2016,1227656,General Ed AM Run,2706,K1606,Heavy Traffic,16005,11/6/15 6:21,11/6/15 6:23,Brooklyn,"MV TRANSPORTATION, INC.",1hr,0,Yes,No,Yes,11/6/15 6:23,,11/6/15 6:23,Running Late,School-Age
2015-2016,1227658,Special Ed AM Run,2120,X040,Heavy Traffic,10085,11/6/15 6:15,11/6/15 6:23,Bronx,PIONEER TRANSPORTATION CO,15 minutes,0,Yes,No,No,11/6/15 6:23,,11/6/15 6:23,Running Late,School-Age
2015-2016,1227659,Special Ed AM Run,48275,Q946,Other,24422,11/6/15 6:22,11/6/15 6:25,Queens,"BORO TRANSIT, INC.",45 MINUTES,0,Yes,No,No,11/6/15 6:25,,11/6/15 6:25,Running Late,School-Age
2015-2016,1227660,Special Ed AM Run,08436,X847,Heavy Traffic,28488,11/6/15 6:20,11/6/15 6:25,Queens,HOYT TRANSPORTATION CORP.,15 mint,0,Yes,Yes,No,11/6/15 6:25,,11/6/15 7:04,Running Late,School-Age
2015-2016,1227662,Special Ed AM Run,48180,K827,Other,22541,11/6/15 6:26,11/6/15 6:27,Brooklyn,"BORO TRANSIT, INC.",,0,Yes,No,No,11/6/15 6:27,,11/6/15 6:27,Running Late,School-Age
2015-2016,1227663,Special Ed AM Run,6013,X060,Heavy Traffic,07449,11/6/15 6:23,11/6/15 6:28,Bronx,PIONEER TRANSPORTATION CO,15 minutes,0,Yes,No,No,11/6/15 6:28,,11/6/15 6:28,Running Late,School-Age
2015-2016,1227664,Special Ed AM Run,6228,P541,Heavy Traffic,"2,869,529,238",11/6/15 6:25,11/6/15 6:29,Queens,JOFAZ TRANSPORTATION INC.,45miin,0,Yes,Yes,No,11/6/15 6:29,,11/6/15 6:29,Running Late,School-Age
2017-2018,1418988,Special Ed AM Run,31325,K432,Problem Run,"1,500,315,460",3/8/18 7:40,3/8/18 7:43,Brooklyn,"BORO TRANSIT, INC.",16-30 Min,0,Yes,Yes,No,3/8/18 7:43,,1/1/00 0:00,Running Late,School-Age
2017-2018,1420938,General Ed AM Run,2281,K1426,Other,14037,3/14/18 7:48,3/14/18 7:53,Brooklyn,ALLIED TRANSIT CORP.,0-15 Min,29,Yes,No,No,3/14/18 7:53,,1/1/00 0:00,Running Late,School-Age
2017-2018,1421913,General Ed AM Run,014,R1039,Heavy Traffic,31051,3/19/18 6:24,3/19/18 6:25,Staten Island,PIONEER TRANSPORTATION CORP,16-30 Min,0,Yes,No,No,3/19/18 6:25,,1/1/00 0:00,Running Late,School-Age
2017-2018,1421933,Special Ed AM Run,8924D,N606,Won`t Start,75691,3/19/18 6:29,3/19/18 6:30,Nassau County,LOGAN BUS COMPANY INC.,,0,Yes,Yes,No,3/19/18 6:30,,3/19/18 11:39,Breakdown,School-Age
2015-2016,1227665,Special Ed AM Run,TNO407,L641,Won`t Start,15628,11/6/15 6:15,11/6/15 6:29,Manhattan,TWENTY FIRST AV TRANSP (B,20mins,0,No,No,No,11/6/15 6:29,,11/6/15 6:29,Running Late,School-Age
2015-2016,1227666,Special Ed AM Run,2092,X714,Heavy Traffic,11370,11/6/15 6:28,11/6/15 6:30,Bronx,"RELIANT TRANS, INC. (B232",20 MIN,0,No,No,Yes,11/6/15 6:30,,11/6/15 6:30,Running Late,School-Age
2015-2016,1227668,Special Ed AM Run,11581,X413,Heavy Traffic,12084,11/6/15 6:20,11/6/15 6:31,Bronx,PRIDE TRANSPORTATION (SCH,40 Minutes,0,Yes,Yes,Yes,11/6/15 6:31,,11/6/15 6:31,Running Late,School-Age
2015-2016,1227670,Special Ed AM Run,TNO423,M325,Won`t Start,02566,11/6/15 6:25,11/6/15 6:33,Manhattan,TWENTY FIRST AV TRANSP (B,10-15mins,0,No,No,No,11/6/15 6:33,,11/6/15 6:33,Running Late,School-Age
2015-2016,1227671,Special Ed AM Run,6200,P653,Mechanical Problem,30145,11/6/15 6:20,11/6/15 6:35,Queens,JOFAZ TRANSPORTATION INC.,,0,Yes,Yes,No,11/6/15 6:35,,11/6/15 7:14,Breakdown,School-Age
